database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	blank	standard	1_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	2_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	3_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	4_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	5_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	6_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	7_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	8_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	9_Location_Staakov_(n.7)_Genotype_Sebastian_Field_A	10_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	11_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	12_Location_Staakov_(n.7)_Genotype_Sebastian_Field_B	13_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	14_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	15_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	16_Location_Lipa_(n.4)_Genotype_Kangoo_Field_B	17_Location_Lipa_(n.4)_Genotype_Kangoo_Field_A	18_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	19_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	20_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	21_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	22_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	23_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	24_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	25_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	26_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_A	27_Location_Chrastava_(n.2)_Genotype_Bojos_Field_A	28_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_A	29_Location_Chrastava_(n.2)_Genotype_Bojos_Field_B	30_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_B	31_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_B	32_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_A	33_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_A	34_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_B	35_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_B	36_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_A	37_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_B	38_Location_Zatec_(n.3)_Genotype_Bojos_Field_A	39_Location_Zatec_(n.3)_Genotype_Kangoo_Field_A	40_Location_Zatec_(n.3)_Genotype_Sebastian_Field_A	41_Location_Zatec_(n.3)_Genotype_Bojos_Field_B	42_Location_Zatec_(n.3)_Genotype_Sebastian_Field_B	43_Location_Zatec_(n.3)_Genotype_Kangoo_Field_B	44_Location_Tursko_(n.1)_Genotype_Bojos_Field_A	45_Location_Tursko_(n.1)_Genotype_Sebastian_Field_A	46_Location_Tursko_(n.1)_Genotype_Kangoo_Field_A	47_Location_Tursko_(n.1)_Genotype_Sebastian_Field_B	48_Location_Tursko_(n.1)_Genotype_Bojos_Field_B	49_Location_Tursko_(n.1)_Genotype_Kangoo_Field_B	50_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_B	51_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	52_Location_Chrlice_(n.10)_Genotype_Bojos_Field_B	53_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_A	54_Location_Chrlice_(n.10)_Genotype_Bojos_Field_A	55_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_A	56_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_B	57_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_A	58_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_A	59_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_B	60_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_B	61_Location_Verovany_(n.9)_Genotype_Kangoo_Field_A	62_Location_Verovany_(n.9)_Genotype_Sebastian_Field_A	63_Location_Verovany_(n.9)_Genotype_Bojos_Field_B	64_Location_Verovany_(n.9)_Genotype_Kangoo_Field_B	65_Location_Verovany_(n.9)_Genotype_Sebastian_Field_B	66_Location_Verovany_(n.9)_Genotype_Bojos_Field_A	67_Location_Caslav_(n.5)_Genotype_Sebastian_Field_A	68_Location_Caslav_(n.5)_Genotype_Bojos_Field_B	69_Location_Caslav_(n.5)_Genotype_Kangoo_Field_A	70_Location_Caslav_(n.5)_Genotype_Bojos_Field_A	71_Location_Caslav_(n.5)_Genotype_Kangoo_Field_B	72_Location_Caslav_(n.5)_Genotype_Sebastian_Field_B
CHEBI:17497	C2H4O3	OCC(O)=O	InChI=1S/C2H4O3/c3-1-2(4)5/h3H,1H2,(H,4,5)	Glycolic acid	220.09455		TMS	1	8.519	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.1				Glycolic acid, 2TMS	80708	80708	539034.1946	475805.7162	318750.5896	402516.4281	299495.4387	301636.9343	338872	327023.2008	359879.9847	336586.3863	271179.7054	392686.1655	298540.1191	367975.4527	339977.3105	351901.0427	277470.5852	268581.5045	311160.5759	244086.3967	264920.0808	288622.5735	351638.6155	338333.7083	311523.4414	310003.7472	329798.0892	296289.525	309561.3249	300467.2349	330869.6954	324204.8993	367302.8142	364897.3498	556564.3228	2012707.753	347014.0052	335781.0972	3697113.277	388873.1979	14155486.28	1255166.623	372474.1921	861739.3862	80708	286056.5318	3912009.885	242.0959523	1316491.711	2351682.447	364897.3498	589662.5306	476960.8919	353.5973419	435387.8012	429928.2832	525188.3592	380001.7537	443970.8768	290.0732029	351833.4047	350378.2098	319240.3808	324229.5496	331260.3145	331476.1266	433771.7816	408306.9575	492285.0551	405396.9042	427134.2853	3924451.533
CHEBI:33942	C5H10O5			Ribose	438.21038		TMS	1	17.436	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93.8				Ribose, 4TMS isomer 1	80708	80708	153819.0493	167313.6342	400188.9642	221442.6641	215417.596	350299.5082	222705	274824.4663	238320.1004	268760.0568	265482.0632	274132.8441	252445.5929	252616.1533	207942.215	239106.5476	267501.2577	353378.421	267720.5462	274013.932	222.6916961	259.2676381	200987.4378	189.1213401	245.8382306	129.2786093	411045.4988	294034.9078	315577.663	296788.391	283215.8408	318742.3441	242903.5647	1272563.018	962644.3324	305688067.7	636171.8937	452599.9576	1153959550	326.0162227	76298960.18	1048155.844	521324.2832	731065020.7	1511821024	431014.5143	910066512.2	242.0959523	809012082	736243862.7	1272563.018	415287131.8	730180.4973	603785.2598	711273.0511	647592.9379	721366.7663	882074.8334	599908.6152	753763.9303	650690.9392	583695.7181	438323.7802	485248.7628	280638.1664	404236.1823	499416.2798	413787.4575	545106.1612	398650.2154	467379.5608	612629795
CHEBI:30816	C8H8O4	COc1cc(ccc1O)C(O)=O	InChI=1S/C8H8O4/c1-12-7-4-5(8(10)11)2-3-6(7)9/h2-4,9H,1H3,(H,10,11)	Vanillic acid	312.12076		TMS	1	19.308	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93.1				Vanillic acid, 2TMS	80708	80708	3412285.447	3840274.687	2463109.447	2875394.985	1693447.432	267.3025491	2093691	2040526.624	2511439.514	2074691.226	1838933.121	2475055.202	1874302.571	2141208.281	1844674.818	246.8645869	1770169.899	1982988.672	2058730.963	1983399.461	2184081.647	2552800.602	2100739.766	3252634.888	1747688.664	1813130.376	1621073.689	1378984.507	333.3073746	1563188.613	1758510.275	1536527.823	2748632.034	2728060.867	3982191.623	80708	1799855.603	1592994.446	16359683.32	1887560.609	13095.37883	80708	1946406.074	12007983.92	80708	1745324.76	5724059.692	1753670.745	80708	80708	2728060.867	3483856.117	2508890.419	1970740.374	2372168.416	3175741.485	3570281.134	2446470.772	3022483.955	2474193.222	1872701.7	1657696.438	1804481.937	1903679.5	1537497.496	2365371.783	2109064.14	2396375.521	2472715.424	2274191.773	2593963.344	2312694.749
CHEBI:15428	C2H5NO2	NCC(O)=O	InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)	Glycine	219.11053		TMS	1	9.548	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.5				Glycine, 2TMS	80708	80708	16476972.27	9841966.636	10560770.82	12638270.84	4984963.999	15950257.69	9315677	12350347.98	16402531.03	13088256.66	14336646.37	11759874.06	7404691.516	11099066.59	10749326.08	9457394.126	9069390.325	16882319.59	7932402.452	16521610.96	12803323.14	12662976.21	14315082.75	12663074.34	10502993.13	8164206.974	10446886.8	11902534.43	8930290.484	8091658.11	10924005.11	12856679.58	11851445.79	10281641	11618447.43	80708	10222371.05	5948098.414	80708	7135269.608	13095.37883	183427.2727	9381548.91	80708	80708	12508956.49	80708	9379879.243	437603.0722	80708	10281641	80708	12793592.53	9035147.757	11874436.62	9046877.654	6298104.518	11369644.28	8201871.78	6871858.778	7845036.997	8405598.481	6943411.407	9399795.382	10186278.42	8370220.619	7455916.194	6146455.715	6064873.689	6155495.276	7702092.735	80708
CHEBI:16414	C5H11NO2	CC(C)[C@H](N)C(O)=O	InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1	L-Valine	189.11796		TMS	1	8.764	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.2				L-Valine, TMS derivative	80708	80708	339675.5041	265443.1463	515229.3958	246941.2664	109307.6041	522438.4898	208316	262960.3515	277868.606	274201.5843	454697.0268	130605.2424	119935.2934	307270.5277	257452.9573	214272.5603	310474.8876	439982.9328	235410.7116	292426.0237	195781.4806	249878.3962	195018.4112	219796.4469	179692.937	131391.5728	194292.2423	211058.6124	228559.2301	188272.4097	203453.287	372948.1064	386410.5322	1406797.664	1517845.41	19879683.93	408863.2758	529690.4245	963344.4255	769945.5739	13095.37883	8718560.312	375836.3615	80708	2602370.931	222323.1494	80708	496129.8922	10855993.19	10410270.05	1406797.664	8155978.706	275630.7406	182973.5722	173401.8202	155728.212	171.6717127	219618.8846	124323.4718	616062.1834	894605.4456	658329.6121	537071.9094	525752.2908	464904.2106	254347.3224	388104.2021	419096.6366	775020.2573	373461.5656	519248.6657	57813763.91
CHEBI:18019	C6H14N2O2	NCCCC[C@H](N)C(O)=O	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1	L-Lysine	362.22356		TMS	1	18.612	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.6				L-Lysine, 3TMS	80708	80708	348741.0036	276596.4158	170322.0654	516182.149	128214.2375	394339.7744	325897	246444.9645	479529.1983	257023.4663	330304.3515	329986.9645	179297.0078	203407.2745	284807.0921	295912.9413	273028.6983	627770.7463	245255.2744	778458.9766	497694.0491	817196.3035	304601.6081	700102.2345	245.8382306	315889.1029	165869.9818	295295.5785	196421.677	314.3584813	171274.4508	295508.6629	403646.8758	9638.470739	3601.026213	1630523.478	9073.828974	62725.39799	80708	326.0162227	13095.37883	80708	4585.935321	80708	8016994.667	43992.80181	80708	64865.47707	3357207.3	4287081.526	9638.470739	390127.8834	307.6825971	12482.69811	27082.02388	43352.62166	245408.0576	224479.8372	142384.2537	290.0732029	305757.8537	377246.6682	278109.7421	478006.9149	281336.5668	457211.5571	187871.3169	248554.7123	111308.8917	237437.1661	262366.127	702139.5732
CHEBI:10642	C6H12O6	O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O	InChI=1S/C6H12O6/c7-1-2(8)4(10)6(12)5(11)3(1)9/h1-12H/t1-,2-,3+,4+,5-,6-	Scyllo-Inositol	612.3		TMS	1	22.132	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.8				Scyllo-Inositol, 6TMS derivative	80708	80708	3595034.723	3801419.171	3234909.459	2933623.272	3754116.932	2756769.354	3049559	2909969.063	2949630.043	1892324.29	2619495.663	3066090.801	3221815.235	2390212.233	2194408.679	2516287.784	2477396.283	2188634.17	2423657.603	2077221.213	2468207.566	2736984.888	2344737.506	3072004.659	2584930.744	2753859.027	2243102.304	2440854.486	2660593.908	2372990.221	2900673.799	2286555.934	2409471.087	3631525.575	3349423.798	996669471	2161562.296	1983284.485	1622850706	2114729.76	90825613.33	616798312.1	1832595.843	953951478.9	1603979702	2823550.922	1091389451	2381866.931	2133954504	1095430569	3631525.575	949294084.4	3144592.27	2555001.84	3779299.864	3940413.733	3734591.028	3460829.217	3505198.631	3274085.966	2386880.162	2358948.878	2661951.606	2683635.31	2671991.857	2678681.648	2440864.686	2370649.14	2448410.843	2170260.141	2616866.53	861846486.2
CHEBI:32816	C3H4O3	CC(=O)C(O)=O	InChI=1S/C3H4O3/c1-2(4)3(5)6/h1H3,(H,5,6)	Pyruvic acid	189.08157		TMS, MOX	1	7.87	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.5				Pyruvic acid, 1TMS 1MOX	80708	80708	1628132.244	1981659.064	992659.4939	1846538.04	1247849.819	907635.938	2029513	1148045.221	1316978.556	1125667.34	810350.8305	1033615.059	869933.1946	1089883.189	893728.0314	1056600.102	970946.6215	505963.3962	952298.399	662003.2855	591354.4021	531595.9704	538353.785	469693.7709	1604158.629	811367.3873	834531.3233	773146.7576	754011.304	861163.8191	816332.4675	571823.1369	640370.5041	2745195.009	1819367.051	3443541.333	731728.738	632559.6951	60640900.26	694854.4799	53114294.5	80708	670340.0926	22954380.06	80708	544345.8093	42630120.81	620880.165	80708	8629384.316	2745195.009	4160109.155	1791554.348	1731872.318	952913.8847	840983.9205	825219.2345	892041.9286	941431.1549	768269.6404	1018063.147	1008207.526	724487.0241	1054946.658	1370867.248	783034.6837	1693635.187	1646361.249	2092140.496	1562096.502	1779128.383	20317588.13
CHEBI:17295	C9H11NO2	N[C@@H](Cc1ccccc1)C(O)=O	InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1	L-Phenylalanine	237.11796		TMS	1	16.567	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	96.2				M000011_A157001-101-xxx_NA_1556,05_TRUE_VAR5_ALK_Phenylalanine, 1TMS	80708	80708	2327600.359	2230181.166	16109276.9	2243696.911	2039366.326	5660211.572	1114242	4320974.635	2337444.8	3734366.717	4072602.859	1590622.634	3716295.303	4651375.512	4021909.163	3846529.904	6141632.221	3301495.275	5169657.198	2473048.324	2936157.553	3944478.384	2664037.567	2827427.699	2913337.052	2857648.557	5540294.117	4507155.278	6085103.11	5178441.423	8087270.963	4816450.357	3799904.396	14935872.52	16186445.64	80708	11036634.26	9743783.715	80708	18791802.9	13095.37883	80708	8564245.366	80708	80708	9031006.721	231259.4615	10396177.38	80708	80708	14935872.52	80708	15109501.46	7807699.846	9501848.183	7425924.079	476866.1164	3573816.608	3180243.568	8448391.261	13913710.69	10780896.77	10236635.57	4846162.494	2997501.059	1388172.686	3338104.995	5785371.486	15960132.51	4406629.108	7071895.597	7481195416
CHEBI:17191	C6H13NO2	OC([C@H]([C@H](CC)C)N)=O	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1	L-Isoleucine	203.13361		TMS	1	10.639	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.9				M000017_A119002-101-xxx_NA_1174,98_TRUE_VAR5_ALK_Isoleucine, 1TMS	80708	80708	1137294.978	1207027.725	1089500.085	715665.9557	523623.3571	1741870.789	571861	1151321.334	808884.4343	1322116.65	1457015.684	376226.7864	451630.2817	1583909.513	1398739.537	767520.6876	1149681.646	727474.6655	1115633.457	565994.3747	510675.0878	523467.6172	875178.8293	411882.5605	696869.4377	525398.8649	895906.8845	883230.8921	1038557.77	933500.2545	1078024.679	899006.1717	425770.1681	4712691.974	3348677.871	111427794.5	909242.8372	880660.3852	80708	1464532.956	13095.37883	14023277.04	732270.9342	80708	80708	1788368.309	80708	989229.1564	24449307.13	80708	4712691.974	18528015.56	1868635.712	1022005.482	1243390.21	1103670.192	51566.16939	453546.871	331079.9326	1131918.938	1465517.442	1165394.528	1162127.79	969344.3028	1128802.636	457232.8521	711072.1905	818825.19	1408163.653	712681.3618	913102.5001	80708
CHEBI:18050	C5H10N2O3	N[C@@H](CCC(N)=O)C(O)=O	InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1	L-Glutamine	434.2267		TMS	1	18.904	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95				L-Glutamine, 4TMS	80708	80708	107.9008407	85353.73656	48825.70164	60425.72757	61334.07464	60869.71189	63332	49837.70821	203.7520236	39717.2051	58722.24106	51634.17168	61281.04594	38617.01609	37916.0718	49288.33429	43523.99044	39346.72639	38466.52789	42643.02467	37800.21692	49102.3713	50977.98562	189.1213401	35985.18807	28952.05052	24446.0414	29576.74751	29927.64116	23305.00849	30215.00139	33158.15931	36610.20331	55330.89124	47488.53318	1050313.388	37519.47414	45492.56852	80708	57748.07839	13095.37883	80708	62593.71483	80708	80708	68057.75554	80708	77193.18011	613135.3004	510796.6842	55330.89124	3161965.318	56353.49505	34958.67412	49217.08303	61286.58664	86417.75657	65675.23042	67784.27318	60708.3239	18696.72451	27246.88739	25501.56661	32157.32281	26824.27479	36617.54885	40965.94779	45583.70037	24790.17907	41603.00045	36202.01723	5071186.045
CHEBI:16335	C10H13N5O4	Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O	InChI=1S/C10H13N5O4/c11-8-5-9(13-2-12-8)15(3-14-5)10-7(18)6(17)4(1-16)19-10/h2-4,6-7,10,16-18H,1H2,(H2,11,12,13)/t4-,6-,7-,10-/m1/s1	Adenosine	513.20759		TMS	1	29.144	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	92.4				Adenosine, 5'-S-methyl-5'-thio-N-(trimethylsilyl)-2',3'-bis-O-(trimethylsilyl)-	80708	80708	2231852.079	2142478.297	2063782.775	3134851.038	2410725.931	2558764.749	2729579	2383131.587	3565451.111	2301649.15	2670081.068	2517465.884	2798887.584	2382230.944	2337607.937	2992685.293	5932675.032	3806181.39	1923027.609	2498326.833	2212651.105	1879720.96	3206058.005	1784420.387	5657855.313	2837074.184	1758706.351	2106286.622	1365316.635	1406587.112	1595907.558	1862058.098	2815542.577	7088.993043	4575.232412	3139568.935	1419602.495	1773426.97	80708	1842850.56	122972.9136	1106852.571	1816444.683	80708	1295024.55	1300456.754	80708	1456816.822	80708	80708	7088.993043	80708	3719863.567	2194864.134	362.3747747	2716668.703	3218913.728	3877083.393	2766566.362	3421219.705	3387195.269	2703896.524	2548421.484	2073252.107	4324832.31	3184763.562	2649557.834	2213145.259	2175932.865	2412340.516	2339937.783	3556759.504
CHEBI:17115	C3H7NO3	N[C@@H](CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	L-Serine	393.20015		TMS	1	16.868	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	96.5				M000015_A158006-101-xxx_NA_1564,96_TRUE_VAR5_ALK_Serine, 4TMS	80708	80708	59045.53461	45835.79405	153446.2298	86176.98377	75634.54425	271982.7562	134871	145375.8517	213340.2608	119491.1114	193170.9144	124032.5439	96942.6188	186903.0947	129843.8624	148724.6031	207823.9667	422231.9586	130273.9907	399691.4417	212579.2285	309515.5136	241741.9039	314679.185	174434.5659	195405.6776	254336.2325	234491.5851	191816.9936	171905.9443	210290.2376	446.1922863	439131.7397	2936531.762	8023652.278	80708	1304071.515	3534060.051	80708	7970643.627	4321475.014	80708	2608992.462	80708	80708	576288.9143	80708	1858219.291	80708	80708	2936531.762	80708	560959.2982	625694.0562	568264.0425	704386.2339	358339.061	344991.9449	379883.0085	6006186.041	13846053.11	6578648.072	5861561.835	2748209.92	1789486.995	1101122.816	1277394.762	2560735.767	8163197.327	3133031.793	6212558.96	80708
	C15H14O6			Epigallocatechin	738.31056		TMS	1	30.1	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	84				Epigallocatechin, 6TMS	80708	80708	2752352.932	7784945.67	7065846.404	6066370.157	3165694.864	267.3025491	3492834	6962189.479	6585974.174	6875181.123	3399453.565	8337608.134	8136105.31	7595689.011	4464339.923	4508807.596	9622582.909	4776459.116	4563204.129	2629527.444	1915904.984	1991258.871	3089090.066	1997231.204	5344242.74	6596216.392	2954475.635	2950578.064	3790788.799	3806096.728	6168340.633	3181831.516	3614873.033	3222302.407	3658578.328	2792885.086	3805369.791	2749824.236	1065816110	6021331.094	46417778.64	80708	4234379.877	874027499.5	80708	4661988.542	972352911.2	3281507.3	80708	80708	3222302.407	1087557.948	2638497.748	2425188.899	2735935.039	2396572.288	1501679.356	2318086.397	1580926.055	2663091.352	4238187.383	3196493.48	2347633.205	3110585.732	8544436.591	2955064.367	3119961.769	2412062.856	4081303.395	2442360.152	4356055.358	805077.3201
CHEBI:43433	C6H13NO2	CC[C@@H](C)[C@H](N)C(O)=O	InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m1/s1	L-Allo-Isoleucine	275.17313		TMS	1	12.693	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.3				L-Allo-Isoleucine, 2TMS	80708	80708	8060130.619	10304751.45	8968351.532	8508231.892	10039853.57	8765670.829	10569114	8936952.843	9817833.275	10907727.05	8664260.72	11883059.85	8662198.668	8730432.387	7592448.497	11956135.84	9927454.518	10920016.49	6633555.296	10228896.14	7648615.798	9346249.421	8556436.772	10940473.54	13495817.88	6441192.266	5516137.815	7602215.776	5604034.134	6442216.327	3243867.961	7914347.559	7192611.962	6395520.659	3498564.156	80708	4287682.561	2916868.306	80708	2355138.574	13095.37883	80708	3728566.19	80708	80708	2201355.633	80708	5752322.351	80708	80708	6395520.659	80708	1486341.671	2716125.944	2332812.319	2272732.411	11353049.44	11047447.87	8113471.888	4706448.993	3777759.005	4142805.417	3926285.395	8242956.608	9051489.5	8642349.256	5881003.337	3798028.828	2381554.726	4161200.994	3412208.593	80708
CHEBI:17634	C6H12O6			D-Glucose	540.26047		TMS	1	22.84	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	91.2				D-Glucose, 5TMS isomer 2	80708	80708	56280.34697	69680.21203	98024.63435	90157.25341	80987.04007	128658.4103	114348	118162.5384	119535.049	103563.5665	97710.12764	91238.13402	128451.0989	94245.82373	94010.18759	165322.5583	167307.4587	129147.6747	110062.417	163124.7178	144230.2402	221801.0316	141329.013	250553.9433	95993.41159	204798.5104	146784.1303	172401.8445	149442.1426	166275.8122	172104.8724	181792.9945	241067.8155	428704.4803	645162.4285	80708	175001.6468	308543.3411	80708	195180.2825	13095.37883	80708	185416.4718	80708	80708	330275.3462	80708	648142.5311	80708	80708	428704.4803	80708	325460.5187	273513.4768	380265.6565	412582.2833	205370.647	267166.7135	229288.7342	286582.0746	221972.6254	404972.4713	502867.7103	832411.8079	539818.3383	511199.2629	469115.3893	440181.4603	391159.3138	476164.1125	556804.8946	80708
CHEBI:17148	C4H12N2	NCCCCN	InChI=1S/C4H12N2/c5-3-1-2-4-6/h1-6H2	Putrescine	304.21808		TMS	1	16.082	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	94.5				Putrescine, 3TMS	80708	80708	155977.0661	145939.4524	122744.7573	115934.4228	138504.0068	92934.4379	160913	76075.26542	105305.7054	78809.12363	125176.8492	116690.0699	88621.14842	84787.02288	112732.412	99249.39917	103508.9634	228253.3735	127748.8245	228112.5139	261409.8558	349879.2449	226658.906	403892.0278	121870.6004	146116.6183	191860.2757	141730.8439	155237.2095	131438.6619	142955.9527	147745.0908	183231.2385	215661.0408	268533.669	80708	123807.2934	140245.6708	80708	102290.5358	13095.37883	80708	151405.9772	80708	80708	213736.8256	80708	186793.2653	80708	80708	215661.0408	80708	183998.4224	169968.784	223818.5834	215925.516	260292.218	183633.0766	221095.5631	290.0732029	151527.8688	141290.8469	176592.1071	317.6249062	128443.9017	213664.0692	157467.8778	160162.0023	120775.9911	158586.0704	139447.1993	80708
CHEBI:157714	C19H34O2	O(C(=O)C=CC=CCCCCCCCCCCCCC)C	InChI=1S/C19H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19(20)21-2/h15-18H,3-14H2,1-2H3	Octadecadienoic acid, methyl ester	296.27098			1	23.051	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.9				M000756_A211014-101-xxx_NA_2094,75_PRED_VAR5_ALK_Octadecenoic acid methyl ester, 9-(Z)-, n-	80708	80708	32598.85568	43216.73088	75778.77595	68968.01849	79435.6307	93052.16682	46710	219.0816646	39106.11796	112050.9685	98867.8159	19072.66823	326762.3717	629742.214	62048.65868	206534.1915	62303.42118	132985.9853	104545.9788	136799.9483	84252.94985	556366.1087	64642.81922	85967.19608	105270.1024	208464.9365	187329.2354	175545.5422	1056735.626	179206.9908	128757.427	97502.25523	113179.3852	132500.5878	128202.9636	80708	290524.2611	261152.4631	102167742	300351.283	9554118.618	80708	365759.414	126392144.2	80708	132462.718	102760685	134087.2051	80708	80708	132500.5878	80708	58125.57763	110884.804	63184.98343	89432.57585	62298.99569	25690.20576	232846.129	95920.95575	275.8819142	175458.495	220338.8855	144291.6197	89611.41675	104332.3307	76285.03306	158537.1038	489641.0162	127684.4526	169313.0562	80708
